GameID,AppID,Name,Playtime (Hours),Release Date,Short Description,Genres,Price (USD),Cover Image Path,Ranking,Cover Path,Release Year,Enjoyment Score,Gameplay Score,Music Score,Narrative Score,MetaCritic Score,Rating Deviation,Enjoyment Order,Gameplay Order,Music Order,Narrative Order,MetaCritic Order
161,367450,Poly Bridge,8.98,12-Jul-16,Unleash your engineering creativity with an engaging and fresh bridge-building simulator with all the bells and whistles. Enjoy hours of physics-based puzzle solving in the Campaign and then jump in the Sandbox to create your own bridge designs and puzzles!,"Indie, Simulation",0.99 USD,C:/Users/jakob/Downloads/SteamData\Poly Bridge.png,,,,,,,,,,,,,,
162,400,Portal,4.02,10-Oct-07,"Portal™ is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories, Portal has been called one of the most innovative new games on the horizon and will offer gamers hours of unique gameplay.",Action,9.99 USD,C:/Users/jakob/Downloads/SteamData\Portal.png,,,,,,,,,,,,,,
163,620,Portal 2,49.95,18-Apr-11,"The ""Perpetual Testing Initiative"" has been expanded to allow you to design co-op puzzles for you and your friends!","Action, Adventure",9.99 USD,C:/Users/jakob/Downloads/SteamData\Portal 2.png,17,,2011,9,,,,9.5,-0.5,16,16,16,16,16
164,1210320,Potion Craft: Alchemist Simulator,6.57,13-Dec-22,"Potion Craft is an alchemist simulator where you physically interact with your tools and ingredients to brew potions. You're in full control of the whole shop: invent new recipes, attract customers and experiment to your heart's content. Just remember: the whole town is counting on you.","Indie, Simulation",19.99 USD,C:/Users/jakob/Downloads/SteamData\Potion Craft Alchemist Simulator.png,138,,2021,7,,,,,,137,137,137,137,137
165,233450,Prison Architect,0.22,6-Oct-15,Only the world’s most ruthless Warden can contain the world’s most ruthless inmates. Design and develop your personalized penitentiary in Prison Architect.,"Indie, Simulation, Strategy",29.99 USD,C:/Users/jakob/Downloads/SteamData\Prison Architect.png,,,,,,,,,,,,,,
166,108600,Project Zomboid,40.23,8-Nov-13,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? All it takes is a bite..","Indie, RPG, Simulation, Early Access",19.99 USD,C:/Users/jakob/Downloads/SteamData\Project Zomboid.png,109,,2013,7.5,,,,7.6,-0.1,108,108,108,108,108
167,578080,PUBG: BATTLEGROUNDS,8.13,21-Dec-17,"PUBG: BATTLEGROUNDS, the high-stakes winner-take-all shooter that started the Battle Royale craze, is free-to-play! Drop into diverse maps, loot unique weapons and supplies, and survive in an ever-shrinking zone where every turn could be your last.","Action, Adventure, Massively Multiplayer, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\PUBG BATTLEGROUNDS.png,,,,,,,,,,,,,,
168,394310,Punch Club,0.1,8-Jan-16,"Train hard, fight crocodiles and find love. Earn your place in the Punch Club ranks, and discover who brutally murdered your father, in this choose your own adventure boxing management tycoon.","Indie, RPG, Strategy",9.99 USD,C:/Users/jakob/Downloads/SteamData\Punch Club.png,,,,,,,,,,,,,,
169,3241660,R.E.P.O.,2.82,26-Feb-25,"An online co-op horror game with up to 6 players. Locate valuable, fully physics-based objects and handle them with care as you retrieve and extract to satisfy your creator's desires.","Action, Early Access",9.99 USD,C:/Users/jakob/Downloads/SteamData\R.E.P.O..png,111,,2006,7.5,,,,-,,110,110,110,110,110
170,648800,Raft,129.13,20-Jun-22,"Raft™ throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!","Adventure, Indie, Simulation",19.99 USD,C:/Users/jakob/Downloads/SteamData\Raft.png,40,,2018,8.5,,,,8,0.5,39,39,39,39,39
171,1119730,Ranch Simulator,15.72,3-Nov-23,Builder. Farmer. Hunter. Trader. Ranching certainly isn’t your average job. Think you have the skills to turn your family’s rundown homestead into the most prosperous ranch in the valley? Then it’s time to head out into the wilderness in this captivating single and multiplayer open-world simulator.,Simulation,4.99 USD,C:/Users/jakob/Downloads/SteamData\Ranch Simulator.png,,,,,,,,,,,,,,
172,636480,Ravenfield,7.25,18-May-17,"Fight upon the Ravenfield together with your Blue allies! Take down those pesky Reds using helicopters, tanks, guns, and active ragdoll physics!","Action, Indie, Early Access",17.99 USD,C:/Users/jakob/Downloads/SteamData\Ravenfield.png,33,,2022,8.5,,,,8.5,0,32,32,32,32,32
173,1144200,Ready or Not,21.75,13-Dec-23,"Ready or Not is an intense, tactical, first-person shooter that depicts a modern-day world in which SWAT police units are called to defuse hostile and confronting situations.","Action, Adventure, Indie",49.99 USD,C:/Users/jakob/Downloads/SteamData\Ready or Not.png,110,,2021,7.5,,,,8,-0.5,109,109,109,109,109
174,1174180,Red Dead Redemption 2,7.73,5-Dec-19,"Arthur Morgan and the Van der Linde Gang are outlaws on the run. With federal agents and bounty hunters massing on their heels, the gang must rob, steal, and fight their way across the rugged heartland in order to survive.","Action, Adventure",14.99 USD,C:/Users/jakob/Downloads/SteamData\Red Dead Redemption 2.png,10,,2018,9,,,,9.7,-0.7,9,9,9,9,9
175,1282100,Remnant II,15.23,25-Jul-23,REMNANT II® pits survivors of humanity against new deadly creatures and god-like bosses across terrifying worlds. Play solo or co-op with two other friends to explore the depths of the unknown to stop an evil from destroying reality itself.,"Action, Adventure, RPG",49.99 USD,C:/Users/jakob/Downloads/SteamData\Remnant II.png,74,,2023,8,,,,8,0,73,73,73,73,73
176,617290,Remnant: From the Ashes,0,19-Aug-19,"The world has been thrown into chaos by an ancient evil from another dimension. As one of the last remnants of humanity, you must set out alone or alongside up to two other survivors to face down hordes of deadly enemies to try to carve a foothold, rebuild, and retake what was lost.","Action, Adventure, RPG",39.99 USD,C:/Users/jakob/Downloads/SteamData\Remnant From the Ashes.png,,,,,,,,,,,,,,
177,294100,RimWorld,45.92,17-Oct-18,"A sci-fi colony sim driven by an intelligent AI storyteller. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.","Indie, Simulation, Strategy",34.99 USD,C:/Users/jakob/Downloads/SteamData\RimWorld.png,58,,2013,8.5,,,,9.2,-0.7,57,57,57,57,57
178,755790,Ring of Elysium,236.02,24-Jun-19,"Escape an astonishing disaster in Ring of Elysium, a battle royale shooter developed by Aurora Studio.","Action, Free To Play, Massively Multiplayer",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Ring of Elysium.png,,,,,,,,,,,,,,
179,391220,Rise of the Tomb Raider,16.4,9-Feb-16,"Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new “Blood Ties” story, then defend it against a zombie invasion in “Lara’s Nightmare”.","Action, Adventure",29.99 USD,C:/Users/jakob/Downloads/SteamData\Rise of the Tomb Raider.png,112,,2015,7.5,,,,8.6,-1.1,111,111,111,111,111
180,40300,Risen,0,2-Oct-09,"Delve into a gritty, raw and atmospheric fantasy world in which every action has a consequence. In the epic world of Risen, filled with mysterious earthquakes, fearsome monsters and unimaginable treasures, forge your path with the sword, learn the art of staff fighting or become a powerful mage.",RPG,14.99 USD,C:/Users/jakob/Downloads/SteamData\Risen.png,,,,,,,,,,,,,,
181,40390,Risen 2 - Dark Waters,0.02,26-Apr-12,"Set several years after the end of Risen, raging titans have devastated the world and pushed humanity to the brink of existence. Subsequently, monstrous creatures have risen from the watery depths of the sea and their attacks have brought all seafaring to a grinding halt.",RPG,9.99 USD,C:/Users/jakob/Downloads/SteamData\Risen 2 - Dark Waters.png,,,,,,,,,,,,,,
182,632360,Risk of Rain 2,174.77,11-Aug-20,"Escape a chaotic alien planet by fighting through hordes of frenzied monsters – with your friends, or on your own. Combine loot in surprising ways and master each character until you become the havoc you feared upon your first crash landing.","Action, Indie",8.24 USD,C:/Users/jakob/Downloads/SteamData\Risk of Rain 2.png,41,,2020,8.5,,,,8.5,0,40,40,40,40,40
183,301520,Robocraft,4.58,24-Aug-17,"Build insane, fully customisable robot battle vehicles that drive, hover, walk and fly in the free-to-play action game Robocraft. Add weapons from the future and jump in the driving seat as you take your creation into battle against other players online!","Action, Indie, Massively Multiplayer, RPG, Simulation, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Robocraft.png,,,,,,,,,,,,,,
184,692890,Roboquest,79.32,7-Nov-23,"Roboquest is a fast FPS Roguelite in a scorched futureworld. You're a rebooted Guardian, ready to kick some metal ass! Fight with your buddy or by yourself and annihilate hordes of deadly bots in ever-changing environments.","Action, Indie",24.99 USD,C:/Users/jakob/Downloads/SteamData\Roboquest.png,,,,,,,,,,,,,,
185,252950,Rocket League,179.32,6-Jul-15,"Rocket League is a high-powered hybrid of arcade-style soccer and vehicular mayhem with easy-to-understand controls and fluid, physics-driven competition. Rocket League includes casual and competitive Online Matches, a fully-featured offline Season Mode, special “Mutators” that let you change the rules entirely, hockey and...","Action, Indie, Racing, Sports",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Rocket League.png,75,,2015,8,,,,8.5,-0.5,74,74,74,74,74
186,285330,RollerCoaster Tycoon 2: Triple Thrill Pack,0,21-May-14,"This compilation includes the entire RollerCoaster Tycoon 2 series, with the original game as well as the Time Twister and Wacky Worlds expansions.","Simulation, Strategy",2.49 USD,C:/Users/jakob/Downloads/SteamData\RollerCoaster Tycoon 2 Triple Thrill Pack.png,,,,,,,,,,,,,,
187,270150,RUNNING WITH RIFLES,2.08,2-Apr-15,"RUNNING WITH RIFLES is a top-down tactical shooter with open world RPG elements. In RWR, you join the ranks of an army as a common soldier, just like the thousands around you.","Action, Indie",14.99 USD,C:/Users/jakob/Downloads/SteamData\RUNNING WITH RIFLES.png,,,,,,,,,,,,,,
188,302510,Ryse: Son of Rome,12.07,10-Oct-14,"“Ryse: Son of Rome” tells the story of Marius Titus, a young Roman soldier who witnesses the murder of his family at the hands of barbarian bandits, then travels with the Roman army to Britannia to seek revenge.",Action,9.99 USD,C:/Users/jakob/Downloads/SteamData\Ryse Son of Rome.png,113,,2013,7.5,,,,6,1.5,112,112,112,112,112
189,9480,Saints Row 2,0.18,7-Jan-09,"Saints Row 2 brings true freedom to open-world gaming. Players can play as who they want, how they want, and with whomever they want in this sequel to the much acclaimed and tremendously successful Saints Row.",Action,9.99 USD,C:/Users/jakob/Downloads/SteamData\Saints Row 2.png,,,,,,,,,,,,,,
190,3164500,Schedule I,24.38,24-Mar-25,"From small-time dope pusher to kingpin - manufacture and distribute a range of drugs throughout the grungy city of Hyland Point. Expand your empire with properties, businesses, employees and more.","Action, Indie, Simulation, Strategy, Early Access",19.99 USD,C:/Users/jakob/Downloads/SteamData\Schedule I.png,114,,2020,7.5,,,,-,,113,113,113,113,113
191,513710,SCUM,174.58,17-Jun-25,"Traverse punishing environments, looting, crafting and evading the constant threats to your life. The unprecedented levels of character customization and progression are your ultimate tools for survival.","Action, Adventure, Indie, Massively Multiplayer",44.99 USD,C:/Users/jakob/Downloads/SteamData\SCUM.png,139,,2018,7,,,,,,138,138,138,138,138
192,2087030,Shatterline,2.8,3-Jul-25,Get ready for the apocalypse! Shatterline is a high-octane single-player FPS adventure where Earth’s survival hangs in the balance. Pick a unique operator and combat the alien plague!,Action,9.99 USD,C:/Users/jakob/Downloads/SteamData\Shatterline.png,,,,,,,,,,,,,,
193,3910,Sid Meier's Civilization III: Complete,3.13,25-Oct-06,"Sid Meier's Civilization III: Complete, the latest offering in the Sid Meier's Civilization III franchise, provides gaming fans with Sid Meier's Civilization III, the highly-addictive journey of discovery.",Strategy,4.99 USD,C:/Users/jakob/Downloads/SteamData\Sid Meier's Civilization III Complete.png,,,,,,,,,,,,,,
194,1575940,Sins of a Solar Empire II,9.65,15-Aug-24,"Battle for galactic dominance in this real-time 4X strategy game with unrivaled scale! You’ll explore, expand, exploit, and exterminate through military force, diplomacy, trade, culture, influence, and other underhanded tactics.","Simulation, Strategy",49.99 USD,C:/Users/jakob/Downloads/SteamData\Sins of a Solar Empire II.png,77,,2008,8,,,,8.7,-0.7,76,76,76,76,76
195,204880,Sins of a Solar Empire: Rebellion,34.18,12-Jun-12,"Command a space-faring empire in Sins of a Solar Empire: Rebellion, the new stand-alone expansion that combines 4X depth with real-time strategy gameplay.","Action, Indie, Simulation, Strategy",19.99 USD,C:/Users/jakob/Downloads/SteamData\Sins of a Solar Empire Rebellion.png,,,,,,,,,,,,,,
196,1147560,Skul: The Hero Slayer,24.72,20-Jan-21,"Guide 'Skul' on his quest to single-handedly take on the Imperial Army and rescue his King from captivity, in an action-packed rogue-lite 2D platformer for the ages.","Action, Indie",19.99 USD,C:/Users/jakob/Downloads/SteamData\Skul The Hero Slayer.png,116,,2020,7.5,,,,8,-0.5,115,115,115,115,115
197,1173370,Slapshot: Rebound,1.35,11-Apr-24,"Slapshot: Rebound is a physics-based multiplayer game where you play an arcade style match of hockey. No shoot button, no puck glue, no RNG. It’s up to you and your team to take control of the puck, pass, shoot, outplay your opponents. Play with your friends or team up with other Slapshot players!","Action, Casual, Indie, Sports, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Slapshot Rebound.png,,,,,,,,,,,,,,
198,646570,Slay the Spire,195.3,23-Jan-19,"We fused card games and roguelikes together to make the best single player deckbuilder we could. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and Slay the Spire!","Indie, Strategy",24.99 USD,C:/Users/jakob/Downloads/SteamData\Slay the Spire.png,11,,2017,9,,,,9.5,-0.5,10,10,10,10,10
199,433340,Slime Rancher,16.43,1-Aug-17,"Slime Rancher is the tale of Beatrix LeBeau, a plucky, young rancher who sets out for a life a thousand light years away from Earth on the ‘Far, Far Range’ where she tries her hand at making a living wrangling slimes.","Action, Adventure, Indie, Simulation",19.99 USD,C:/Users/jakob/Downloads/SteamData\Slime Rancher.png,78,,2016,8,,,,8.1,-0.1,77,77,77,77,77
200,312660,Sniper Elite 4,26.63,13-Feb-17,"Discover unrivalled sniping freedom in the largest and most advanced World War 2 shooter ever built. Experience tactical third-person combat, gameplay choice and epic longshots across gigantic levels as you liberate wartime Italy from the grip of Fascism.","Action, Adventure",59.99 USD,C:/Users/jakob/Downloads/SteamData\Sniper Elite 4.png,140,,2017,7,,,,,,139,139,139,139,139
201,213610,Sonic Adventure™ 2 ,30.37,19-Nov-12,Experience two unique adventures featuring both long-time heroes and new and returning villains as they battle for the fate of the world!,Action,4.99 USD,C:/Users/jakob/Downloads/SteamData\Sonic Adventure™ 2 .png,79,,2001,8,,,,7.3,0.7,78,78,78,78,78
202,1326470,Sons Of The Forest,26.8,22-Feb-24,"Sent to find a missing billionaire on a remote island, you find yourself in a cannibal-infested hellscape. Craft, build, and struggle to survive, alone or with friends, in this terrifying new open-world survival horror simulator.","Action, Adventure, Indie, Simulation",29.99 USD,C:/Users/jakob/Downloads/SteamData\Sons Of The Forest.png,80,,2023,8,,,,8.6,-0.6,79,79,79,79,79
203,244850,Space Engineers,148.78,28-Feb-19,"Space Engineers is a sandbox engineering game where you design and build ships, stations, and planetary bases in a fully destructible environment. Explore planets and space, mine resources, survive hazards, and engage in combat alone or with friends in Creative or Survival modes.","Action, Indie, Simulation, Strategy",9.99 USD,C:/Users/jakob/Downloads/SteamData\Space Engineers.png,81,,2013,8,,,,6.9,1.1,80,80,80,80,80
204,239350,Spelunky,114.23,8-Aug-13,"Spelunky is a unique platformer with randomized levels that offer a challenging new experience each time you play. Journey deep underground and explore fantastic places filled with all manner of monsters, traps, and treasure.",Indie,14.99 USD,C:/Users/jakob/Downloads/SteamData\Spelunky.png,42,,2013,8.5,,,,8.7,-0.2,41,41,41,41,41
205,418530,Spelunky 2,285.18,29-Sep-20,"Spelunky 2 builds upon the unique, randomized challenges that made the original a roguelike classic, offering a huge adventure designed to satisfy players old and new. Meet the next generation of explorers as they find themselves on the Moon, searching for treasure and missing family.","Action, Indie",19.99 USD,C:/Users/jakob/Downloads/SteamData\Spelunky 2.png,43,,2020,8.5,,,,8.7,-0.2,42,42,42,42,42
206,2001120,Split Fiction,23.52,6-Mar-25,"Embrace mind-blowing moments as you’re pulled deep into the many worlds of Split Fiction, a boundary-pushing co-op adventure.","Action, Adventure",39.99 USD,C:/Users/jakob/Downloads/SteamData\Split Fiction.png,32,,2024,8.5,,,,9.1,-0.6,31,31,31,31,31
207,211820,Starbound,7.85,22-Jul-16,"You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below, repair your ship and set off to explore the universe...","Action, Adventure, Casual, Indie, RPG",14.99 USD,C:/Users/jakob/Downloads/SteamData\Starbound.png,149,,2016,6.5,,,,,,148,148,148,148,148
208,367540,Starbound - Unstable,0,,,,,C:/Users/jakob/Downloads/SteamData\Starbound - Unstable.png,,,,,,,,,,,,,,
209,413150,Stardew Valley,1.67,26-Feb-16,"You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?","Indie, RPG, Simulation",14.99 USD,C:/Users/jakob/Downloads/SteamData\Stardew Valley.png,27,,2016,9,,,,8.9,0.1,26,26,26,26,26
210,1716740,Starfield,26.58,5-Sep-23,"Starfield is the first new universe in 25 years from Bethesda Game Studios, the award-winning creators of The Elder Scrolls V: Skyrim and Fallout 4.",RPG,69.99 USD,C:/Users/jakob/Downloads/SteamData\Starfield.png,154,,2023,5.5,,,,,,153,153,153,153,153
211,281990,Stellaris,9.17,9-May-16,"Explore a galaxy full of wonders in this sci-fi grand strategy game from Paradox Development Studios. Interact with diverse alien races, discover strange new worlds with unexpected events and expand the reach of your empire. Each new adventure holds almost limitless possibilities.","Simulation, Strategy",9.99 USD,C:/Users/jakob/Downloads/SteamData\Stellaris.png,82,,2016,8,,,,7.8,0.2,81,81,81,81,81
212,674940,Stick Fight: The Game,3.97,28-Sep-17,Stick Fight is a physics-based couch/online fighting game where you battle it out as the iconic stick figures from the golden age of the internet.,"Action, Casual, Indie",4.99 USD,C:/Users/jakob/Downloads/SteamData\Stick Fight The Game.png,,,,,,,,,,,,,,
213,253250,Stonehearth,289.15,25-Jul-18,"Pioneer a living world full of warmth, heroism, and mystery. Help a small group of settlers build a home for themselves in a forgotten land. Establish a food supply, build shelter, defend your people, monitor their moods, and find a way to grow and expand, facing challenges at every step.","Indie, Simulation, Strategy",19.99 USD,C:/Users/jakob/Downloads/SteamData\Stonehearth.png,44,,2015,8.5,,,,7,1.5,43,43,43,43,43
214,1332010,Stray,4.98,19-Jul-22,"Lost, alone and separated from family, a stray cat must untangle an ancient mystery to escape a long-forgotten cybercity and find their way home.","Adventure, Indie",17.99 USD,C:/Users/jakob/Downloads/SteamData\Stray.png,45,,2022,8.5,,,,8.3,0.2,44,44,44,44,44
215,232890,Stronghold Crusader 2,4.18,22-Sep-14,"Stronghold Crusader 2 is the long awaited sequel to the original castle sim. After 12 years Stronghold returns to the desert with a new 3D engine and powerful Havok Physics. Crusader 2 recaptures the original game’s addictive, fast-paced gameplay and authentic castle simulation.","Simulation, Strategy",39.99 USD,C:/Users/jakob/Downloads/SteamData\Stronghold Crusader 2.png,,,,,,,,,,,,,,
216,1677740,Stumble Guys,0.87,7-Oct-21,"Ready for the chaos? Stumble Guys is a 32-player, fast-paced multiplayer party royale where players dash, jump, and fall across hilarious obstacle courses in a fun race to be the last one standing.","Action, Casual, Indie, Massively Multiplayer, Racing, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Stumble Guys.png,,,,,,,,,,,,,,
217,264710,Subnautica,96.77,23-Jan-18,"Descend into the depths of an alien underwater world filled with wonder and peril. Craft equipment, pilot submarines and out-smart wildlife to explore lush coral reefs, volcanoes, cave systems, and more - all while trying to survive.","Adventure, Indie",29.99 USD,C:/Users/jakob/Downloads/SteamData\Subnautica.png,2,,2018,10,10,9,9.5,8.7,1.3,1,1,1,1,1
218,848450,Subnautica: Below Zero,46.22,13-May-21,"Dive into a freezing underwater adventure on an alien planet. Below Zero is set two years after the original Subnautica. Return to Planet 4546B to uncover the truth behind a deadly cover-up. Survive by building habitats, crafting tools, & diving deeper into the world of Subnautica.","Adventure, Indie",29.99 USD,C:/Users/jakob/Downloads/SteamData\Subnautica Below Zero.png,,,,,,,,,,,,,,
219,1432860,Sun Haven,22.77,10-Mar-23,"Build your farm and relationships with townsfolk, or forge ahead on a quest of magic, monsters, and dragons. Level up through a skill tree in 8 person multiplayer, or adventure solo!","Adventure, Casual, Indie, RPG, Simulation",24.99 USD,C:/Users/jakob/Downloads/SteamData\Sun Haven.png,,,,,,,,,,,,,,
220,843380,Super Animal Royale,41.53,26-Aug-21,"It’s a fight for furvival! Super Animal Royale is a 64-player, frenetic, top-down 2D battle royale where murderous animals fight tooth, claw, and machine gun across an abandoned safari park.","Action, Adventure, Casual, Indie, Massively Multiplayer, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Super Animal Royale.png,118,,2018,7.5,,,,7.3,0.2,117,117,117,117,117
221,221640,Super Hexagon,0.08,27-Nov-12,"Super Hexagon is a minimal action game by Terry Cavanagh, with music by Chipzel.","Action, Indie",2.99 USD,C:/Users/jakob/Downloads/SteamData\Super Hexagon.png,,,,,,,,,,,,,,
222,105600,Terraria,116.98,16-May-11,"Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!","Action, Adventure, Indie, RPG",9.99 USD,C:/Users/jakob/Downloads/SteamData\Terraria.png,18,,2011,9,,,,8.1,0.9,17,17,17,17,17
223,285920,TerraTech,112.12,10-Aug-18,"TerraTech is an open-world, sandbox adventure game, where you design and build your own creations through a mix of crafting, combat and discovery. Design vehicles from a huge library of blocks. Scavenge, craft and buy new parts to survive and become the ultimate planetary prospector.","Action, Indie",24.99 USD,C:/Users/jakob/Downloads/SteamData\TerraTech.png,83,,2015,8,,,,6,2,82,82,82,82,82
224,250900,The Binding of Isaac: Rebirth,297.82,4-Nov-14,"The Binding of Isaac: Rebirth is a randomly generated action RPG shooter with heavy Rogue-like elements. Following Isaac on his journey players will find bizarre treasures that change Isaac’s form giving him super human abilities and enabling him to fight off droves of mysterious creatures, discover secrets and fight his way to safety.",Action,14.99 USD,C:/Users/jakob/Downloads/SteamData\The Binding of Isaac Rebirth.png,35,,2011,8.5,,,,8.8,-0.3,34,34,34,34,34
225,72850,The Elder Scrolls V: Skyrim,39.73,10-Nov-11,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",RPG,19.99 USD,C:/Users/jakob/Downloads/SteamData\The Elder Scrolls V Skyrim.png,5,,2011,9.5,9,9,9.5,9.4,0.1,4,4,4,4,4
226,611670,The Elder Scrolls V: Skyrim VR,0.43,2-Apr-18,"A true, full-length open-world game for VR has arrived from Bethesda Game Studios. Skyrim VR reimagines the complete epic fantasy masterpiece with an unparalleled sense of scale, depth, and immersion. Skyrim VR also includes all official add-ons.",RPG,59.99 USD,C:/Users/jakob/Downloads/SteamData\The Elder Scrolls V Skyrim VR.png,,,,,,,,,,,,,,
227,242760,The Forest,61.83,30-Apr-18,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.","Action, Adventure, Indie, Simulation",19.99 USD,C:/Users/jakob/Downloads/SteamData\The Forest.png,48,,2014,8.5,,,,8.3,0.2,47,47,47,47,47
228,489600,The Golf Club VR,9.88,24-Feb-17,"The Golf Club VR is built off the foundation laid by HB Studios’ original award winning game released in 2014, The Golf Club, taking advantage of the original game’s stunning visual presentation and over 130,000, two kilometer² procedurally and user-generated courses.","Indie, Simulation, Sports",9.99 USD,C:/Users/jakob/Downloads/SteamData\The Golf Club VR.png,,,,,,,,,,,,,,
229,450390,The Lab,1.75,5-Apr-16,"Welcome to The Lab, a compilation of Valve’s room-scale VR experiments set in a pocket universe within Aperture Science. Fix a robot, defend a castle, adopt a mechanical dog, and more. Still not sold? It’s free!",Free To Play,Free or Unknown,C:/Users/jakob/Downloads/SteamData\The Lab.png,,,,,,,,,,,,,,
230,1284190,The Planet Crafter,21.68,10-Apr-24,"A space survival open world terraforming crafting game, designed for 1 to 10 players. Alter the ecosystem of an inhospitable planet to render it habitable for humanity. Survive, gather resources, and build your base. Then, generate oxygen, warmth, and pressure to create a brand new biosphere.",Adventure,23.99 USD,C:/Users/jakob/Downloads/SteamData\The Planet Crafter.png,108,,2022,7.5,,,,8.1,-0.6,107,107,107,107,107
231,47890,The Sims™ 3,6.93,27-Jan-11,The Sims 3: Create the perfect world with full customization at your fingertips. Refine personalities and help fulfill destinies.,Simulation,19.99 USD,C:/Users/jakob/Downloads/SteamData\The Sims™ 3.png,115,,2009,7.5,,,,8.6,-1.1,114,114,114,114,114
232,292030,The Witcher 3: Wild Hunt,100.37,18-May-15,"You are Geralt of Rivia, mercenary monster slayer. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down Ciri — the Child of Prophecy, a living weapon that can alter the shape of the world.",RPG,3.99 USD,C:/Users/jakob/Downloads/SteamData\The Witcher 3 Wild Hunt.png,6,,2015,9.5,,10,,9.2,0.3,5,5,5,5,5
233,518790,theHunter: Call of the Wild™,4.93,16-Feb-17,"Discover an atmospheric hunting game like no other in this realistic, stunning open world – regularly updated in collaboration with the community. Immerse yourself in the single player campaign, or share the ultimate hunting experience with friends.","Adventure, Simulation, Sports",19.99 USD,C:/Users/jakob/Downloads/SteamData\theHunter Call of the Wild™.png,,,,,,,,,,,,,,
234,644930,They Are Billions,31.57,18-Jun-19,They Are Billions is a Steampunk strategy game set on a post-apocalyptic planet. Build and defend colonies to survive against the billions of the infected that seek to annihilate the few remaining living humans. Can humanity survive after the zombie apocalypse?,Strategy,29.99 USD,C:/Users/jakob/Downloads/SteamData\They Are Billions.png,84,,2018,8,,,,7.2,0.8,83,83,83,83,83
235,1286680,Tiny Tina's Wonderlands,0,23-Jun-22,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry! Roll your own multiclass hero then shoot, loot, slash, and cast on a quest to stop the Dragon Lord.","Action, Adventure, RPG",59.99 USD,C:/Users/jakob/Downloads/SteamData\Tiny Tina's Wonderlands.png,,,,,,,,,,,,,,
236,460930,Tom Clancy's Ghost Recon® Wildlands,77.6,6-Mar-17,"Create a team with up to 3 friends in Tom Clancy’s Ghost Recon® Wildlands and enjoy the ultimate military shooter experience set in a massive, dangerous, and responsive open world.","Action, Adventure",49.99 USD,C:/Users/jakob/Downloads/SteamData\Tom Clancy's Ghost Recon® Wildlands.png,119,,2017,7.5,,,,7,0.5,118,118,118,118,118
237,623990,Tom Clancy's Rainbow Six Siege - Test Server,0,,,,,C:/Users/jakob/Downloads/SteamData\Tom Clancy's Rainbow Six Siege - Test Server.png,,,,,,,,,,,,,,
238,15120,Tom Clancy's Rainbow Six: Vegas 2,5.58,16-Apr-08,Tom Clancy's Rainbow Six® Vegas 2 - the sequel to the award-winning next-generation first-person shooter - returns to Sin City. Tom Clancy's Rainbow Six Vegas 2 is your last chance to rescue America's sexiest city from an escalating terrorist siege that will force you into heart-pounding action from beginning to end.,Action,2.49 USD,C:/Users/jakob/Downloads/SteamData\Tom Clancy's Rainbow Six Vegas 2.png,,,,,,,,,,,,,,
239,359550,Tom Clancy's Rainbow Six® Siege X,111.12,1-Dec-15,"Rainbow Six Siege X is the reference in tactical team shooters, where elite strategy and execution triumph. Enjoy free access to Quick Match, Unranked and Dual Front game modes with a selection of operators.","Action, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Tom Clancy's Rainbow Six® Siege X.png,,,,,,,,,,,,,,
